PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Effective_Price,Spend_USD,Period,NAICS6,EF_kg_per_USD,EF_missing_initial,EF_imputed,Emissions_tCO2e,Method,Data_Quality
PO-00684,Beta_Supplies,2022-12-27,2022-12-28,Raw Materials,Delivered,1748,68.25,62.84,171.0,Yes,62.84,109844.32,2022,325199,1.51,False,False,165.86492320000002,Spend-based,Secondary
PO-00686,Gamma_Co,2023-02-04,,Electronics,Delivered,1618,32.76,28.41,62.0,Yes,28.41,45967.38,2023,334111,0.112,False,False,5.14834656,Spend-based,Secondary
PO-00687,Beta_Supplies,2023-03-06,2023-03-07,Packaging,Delivered,1006,27.7,23.66,101.0,No,23.66,23801.96,2023,322211,0.49,False,False,11.6629604,Spend-based,Secondary
PO-00688,Beta_Supplies,2023-07-06,2023-07-15,Electronics,Partially Delivered,740,32.53,29.35,84.0,Yes,29.35,21719.0,2023,334111,0.112,False,False,2.4325280000000005,Spend-based,Secondary
PO-00689,Gamma_Co,2023-07-14,,Raw Materials,Delivered,1500,29.19,27.24,72.0,Yes,27.24,40860.0,2023,325199,1.51,False,False,61.6986,Spend-based,Secondary
PO-00693,Gamma_Co,2022-08-13,2022-09-02,MRO,Partially Delivered,1650,100.62,90.45,85.0,Yes,90.45,149242.5,2022,333999,0.26,False,False,38.803050000000006,Spend-based,Secondary
PO-00694,Alpha_Inc,2022-10-07,2022-10-20,MRO,Delivered,1490,93.57,81.68,29.0,Yes,81.68,121703.20000000001,2022,333999,0.26,False,False,31.642832000000006,Spend-based,Secondary
PO-00695,Delta_Logistics,2023-03-23,2023-03-31,Raw Materials,Delivered,1241,100.04,97.56,187.0,Yes,97.56,121071.96,2023,325199,1.51,False,False,182.81865960000002,Spend-based,Secondary
PO-00696,Beta_Supplies,2023-05-13,2023-05-17,MRO,Delivered,1915,107.51,102.66,184.0,Yes,102.66,196593.9,2023,333999,0.26,False,False,51.114414,Spend-based,Secondary
PO-00697,Beta_Supplies,2022-01-30,2022-02-14,Raw Materials,Delivered,1116,25.65,24.28,121.0,Yes,24.28,27096.48,2022,325199,1.51,False,False,40.9156848,Spend-based,Secondary
PO-00698,Delta_Logistics,2023-02-03,2023-02-08,Raw Materials,Delivered,1629,48.63,43.28,260.0,Yes,43.28,70503.12,2023,325199,1.51,False,False,106.45971119999999,Spend-based,Secondary
PO-00699,Epsilon_Group,2022-12-11,2022-12-18,Office Supplies,Delivered,334,82.54,74.63,,Yes,74.63,24926.42,2022,453210,0.163,False,False,4.06300646,Spend-based,Secondary
PO-00700,Epsilon_Group,2023-11-16,2023-12-06,Packaging,Delivered,446,80.63,70.37,,Yes,70.37,31385.02,2023,322211,0.49,False,False,15.3786598,Spend-based,Secondary
PO-00701,Delta_Logistics,2023-11-27,,Electronics,Delivered,61,26.47,24.62,6.0,Yes,24.62,1501.8200000000002,2023,334111,0.112,False,False,0.16820384000000002,Spend-based,Secondary
PO-00702,Delta_Logistics,2023-02-19,2023-02-21,Packaging,Delivered,1680,88.85,87.53,,Yes,87.53,147050.4,2023,322211,0.49,False,False,72.05469599999999,Spend-based,Secondary
PO-00703,Delta_Logistics,2022-06-19,2022-07-06,Electronics,Delivered,1375,30.95,30.02,223.0,Yes,30.02,41277.5,2022,334111,0.112,False,False,4.62308,Spend-based,Secondary
PO-00704,Delta_Logistics,2023-04-24,2023-05-05,Electronics,Partially Delivered,1971,32.4,30.48,321.0,Yes,30.48,60076.08,2023,334111,0.112,False,False,6.728520960000001,Spend-based,Secondary
PO-00707,Beta_Supplies,2023-07-01,2023-07-07,MRO,Delivered,803,67.81,61.53,78.0,Yes,61.53,49408.590000000004,2023,333999,0.26,False,False,12.846233400000001,Spend-based,Secondary
PO-00708,Alpha_Inc,2022-01-28,2022-02-15,MRO,Delivered,84,18.23,15.55,0.0,Yes,15.55,1306.2,2022,333999,0.26,False,False,0.339612,Spend-based,Secondary
PO-00709,Epsilon_Group,2023-02-08,2023-02-20,Packaging,Delivered,776,94.75,90.89,19.0,Yes,90.89,70530.64,2023,322211,0.49,False,False,34.5600136,Spend-based,Secondary
PO-00710,Alpha_Inc,2023-08-30,2023-09-08,MRO,Delivered,898,37.12,35.54,18.0,No,35.54,31914.92,2023,333999,0.26,False,False,8.297879199999999,Spend-based,Secondary
PO-00712,Gamma_Co,2023-11-10,,Raw Materials,Delivered,825,99.89,97.65,30.0,Yes,97.65,80561.25,2023,325199,1.51,False,False,121.6474875,Spend-based,Secondary
PO-00713,Alpha_Inc,2022-01-28,2022-02-07,MRO,Delivered,654,96.01,90.31,10.0,Yes,90.31,59062.74,2022,333999,0.26,False,False,15.3563124,Spend-based,Secondary
PO-00714,Gamma_Co,2022-03-27,2022-04-06,MRO,Delivered,1995,88.47,82.65,87.0,No,82.65,164886.75,2022,333999,0.26,False,False,42.870555,Spend-based,Secondary
PO-00715,Beta_Supplies,2023-10-21,2023-10-28,MRO,Delivered,1019,91.56,77.93,111.0,No,77.93,79410.67000000001,2023,333999,0.26,False,False,20.646774200000003,Spend-based,Secondary
PO-00718,Beta_Supplies,2023-04-18,2023-04-27,Office Supplies,Delivered,467,19.17,17.11,49.0,Yes,17.11,7990.37,2023,453210,0.163,False,False,1.3024303099999999,Spend-based,Secondary
PO-00721,Delta_Logistics,2022-09-24,2022-10-07,Packaging,Partially Delivered,1976,34.71,31.56,286.0,No,31.56,62362.56,2022,322211,0.49,False,False,30.5576544,Spend-based,Secondary
PO-00722,Epsilon_Group,2023-01-24,2023-01-29,MRO,Delivered,1269,79.61,71.86,47.0,Yes,71.86,91190.34,2023,333999,0.26,False,False,23.709488399999998,Spend-based,Secondary
PO-00723,Epsilon_Group,2022-12-02,2022-12-12,MRO,Delivered,875,57.63,51.8,16.0,Yes,51.8,45325.0,2022,333999,0.26,False,False,11.7845,Spend-based,Secondary
PO-00724,Alpha_Inc,2022-08-05,,Packaging,Partially Delivered,1574,17.9,15.85,31.0,Yes,15.85,24947.899999999998,2022,322211,0.49,False,False,12.224471,Spend-based,Secondary
PO-00725,Epsilon_Group,2023-04-11,2023-04-26,Office Supplies,Partially Delivered,1699,32.05,29.34,69.0,Yes,29.34,49848.659999999996,2023,453210,0.163,False,False,8.12533158,Spend-based,Secondary
PO-00726,Alpha_Inc,2022-12-01,2022-12-17,Electronics,Delivered,1566,75.43,71.27,27.0,Yes,71.27,111608.81999999999,2022,334111,0.112,False,False,12.500187839999999,Spend-based,Secondary
PO-00727,Gamma_Co,2022-12-12,2022-12-30,Electronics,Delivered,1148,17.78,17.16,61.0,Yes,17.16,19699.68,2022,334111,0.112,False,False,2.20636416,Spend-based,Secondary
PO-00728,Epsilon_Group,2023-01-24,2023-02-11,Office Supplies,Delivered,462,91.81,83.14,11.0,Yes,83.14,38410.68,2023,453210,0.163,False,False,6.26094084,Spend-based,Secondary
PO-00729,Gamma_Co,2022-10-12,2022-10-17,Packaging,Delivered,1449,57.02,49.28,71.0,Yes,49.28,71406.72,2022,322211,0.49,False,False,34.9892928,Spend-based,Secondary
PO-00730,Epsilon_Group,2023-03-08,2023-03-27,MRO,Delivered,1493,56.98,52.51,43.0,Yes,52.51,78397.43,2023,333999,0.26,False,False,20.3833318,Spend-based,Secondary
PO-00731,Alpha_Inc,2022-09-16,2022-09-18,Office Supplies,Delivered,778,65.85,62.08,,No,62.08,48298.24,2022,453210,0.163,False,False,7.87261312,Spend-based,Secondary
PO-00732,Delta_Logistics,2022-03-25,2022-04-11,Packaging,Partially Delivered,1350,85.06,82.34,,No,82.34,111159.0,2022,322211,0.49,False,False,54.467909999999996,Spend-based,Secondary
PO-00733,Epsilon_Group,2023-04-27,2023-05-05,Packaging,Delivered,1070,44.4,40.07,26.0,Yes,40.07,42874.9,2023,322211,0.49,False,False,21.008701000000002,Spend-based,Secondary
PO-00736,Alpha_Inc,2022-02-23,2022-02-28,Electronics,Delivered,1467,34.2,30.5,25.0,Yes,30.5,44743.5,2022,334111,0.112,False,False,5.011272,Spend-based,Secondary
PO-00737,Beta_Supplies,2022-12-25,2023-01-12,Packaging,Delivered,1942,93.98,81.31,198.0,Yes,81.31,157904.02000000002,2022,322211,0.49,False,False,77.3729698,Spend-based,Secondary
PO-00738,Gamma_Co,2022-08-18,,Office Supplies,Delivered,506,84.63,72.69,20.0,Yes,72.69,36781.14,2022,453210,0.163,False,False,5.99532582,Spend-based,Secondary
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,MRO,Delivered,969,76.53,75.64,30.0,Yes,75.64,73295.16,2023,333999,0.26,False,False,19.056741600000002,Spend-based,Secondary
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,MRO,Delivered,241,87.42,82.15,,Yes,82.15,19798.15,2022,333999,0.26,False,False,5.147519,Spend-based,Secondary
PO-00741,Gamma_Co,2023-10-30,2023-11-09,Raw Materials,Delivered,788,97.3,94.44,32.0,Yes,94.44,74418.72,2023,325199,1.51,False,False,112.3722672,Spend-based,Secondary
PO-00742,Gamma_Co,2022-02-11,2022-02-13,Office Supplies,Delivered,1762,74.12,65.71,94.0,Yes,65.71,115781.01999999999,2022,453210,0.163,False,False,18.87230626,Spend-based,Secondary
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,Office Supplies,Delivered,1621,75.68,73.78,226.0,No,73.78,119597.38,2022,453210,0.163,False,False,19.49437294,Spend-based,Secondary
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,Packaging,Delivered,1027,73.35,65.42,24.0,No,65.42,67186.34,2022,322211,0.49,False,False,32.921306599999994,Spend-based,Secondary
PO-00746,Beta_Supplies,2022-01-21,,Raw Materials,Delivered,1058,65.68,57.21,101.0,Yes,57.21,60528.18,2022,325199,1.51,False,False,91.3975518,Spend-based,Secondary
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,Packaging,Delivered,145,85.52,81.86,11.0,No,81.86,11869.7,2023,322211,0.49,False,False,5.816153,Spend-based,Secondary
PO-00748,Epsilon_Group,2022-06-06,,Office Supplies,Delivered,1737,24.88,24.28,46.0,Yes,24.28,42174.36,2022,453210,0.163,False,False,6.87442068,Spend-based,Secondary
PO-00749,Gamma_Co,2022-09-02,2022-09-15,Electronics,Delivered,712,92.85,89.39,43.0,Yes,89.39,63645.68,2022,334111,0.112,False,False,7.128316160000001,Spend-based,Secondary
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,Electronics,Delivered,1263,90.24,86.84,28.0,Yes,86.84,109678.92,2022,334111,0.112,False,False,12.28403904,Spend-based,Secondary
PO-00751,Delta_Logistics,2023-04-30,,Electronics,Delivered,1809,13.58,12.68,,No,12.68,22938.12,2023,334111,0.112,False,False,2.56906944,Spend-based,Secondary
PO-00753,Epsilon_Group,2022-04-28,,MRO,Delivered,1853,21.92,20.72,,Yes,20.72,38394.159999999996,2022,333999,0.26,False,False,9.9824816,Spend-based,Secondary
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,Electronics,Delivered,1442,43.98,41.82,140.0,No,41.82,60304.44,2023,334111,0.112,False,False,6.75409728,Spend-based,Secondary
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,Electronics,Partially Delivered,1598,26.3,26.03,154.0,No,26.03,41595.94,2023,334111,0.112,False,False,4.65874528,Spend-based,Secondary
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,Packaging,Delivered,266,88.29,80.22,4.0,Yes,80.22,21338.52,2022,322211,0.49,False,False,10.4558748,Spend-based,Secondary
PO-00759,Gamma_Co,2023-01-13,2023-01-28,Raw Materials,Delivered,916,59.01,53.37,47.0,Yes,53.37,48886.92,2023,325199,1.51,False,False,73.81924919999999,Spend-based,Secondary
PO-00761,Gamma_Co,2023-09-13,2023-09-28,Packaging,Delivered,1871,39.42,37.41,101.0,No,37.41,69994.11,2023,322211,0.49,False,False,34.2971139,Spend-based,Secondary
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,Raw Materials,Delivered,1346,72.08,67.04,38.0,Yes,67.04,90235.84000000001,2023,325199,1.51,False,False,136.25611840000002,Spend-based,Secondary
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,Electronics,Delivered,1954,99.78,87.47,57.0,Yes,87.47,170916.38,2022,334111,0.112,False,False,19.14263456,Spend-based,Secondary
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,Electronics,Delivered,111,68.53,65.22,11.0,Yes,65.22,7239.42,2022,334111,0.112,False,False,0.81081504,Spend-based,Secondary
PO-00767,Gamma_Co,2023-08-16,2023-09-02,Electronics,Delivered,778,64.17,61.6,47.0,Yes,61.6,47924.8,2023,334111,0.112,False,False,5.367577600000001,Spend-based,Secondary
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,Office Supplies,Delivered,1415,80.19,78.34,,Yes,78.34,110851.1,2022,453210,0.163,False,False,18.0687293,Spend-based,Secondary
PO-00769,Gamma_Co,2022-11-16,2022-11-22,Raw Materials,Delivered,446,20.61,19.46,14.0,Yes,19.46,8679.16,2022,325199,1.51,False,False,13.1055316,Spend-based,Secondary
PO-00770,Epsilon_Group,2023-08-13,,Office Supplies,Delivered,748,85.95,79.16,32.0,Yes,79.16,59211.68,2023,453210,0.163,False,False,9.651503840000002,Spend-based,Secondary
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,Electronics,Delivered,226,102.47,99.16,28.0,Yes,99.16,22410.16,2023,334111,0.112,False,False,2.50993792,Spend-based,Secondary
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,Electronics,Delivered,1685,43.42,42.24,262.0,Yes,42.24,71174.40000000001,2023,334111,0.112,False,False,7.971532800000001,Spend-based,Secondary
PO-00774,Alpha_Inc,2022-07-23,,Office Supplies,Delivered,445,68.94,60.35,7.0,Yes,60.35,26855.75,2022,453210,0.163,False,False,4.37748725,Spend-based,Secondary
PO-00775,Gamma_Co,2022-03-19,2022-04-07,Raw Materials,Delivered,494,94.82,81.89,29.0,Yes,81.89,40453.66,2022,325199,1.51,False,False,61.085026600000006,Spend-based,Secondary
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,MRO,Delivered,1306,21.05,18.27,128.0,Yes,18.27,23860.62,2023,333999,0.26,False,False,6.2037612,Spend-based,Secondary
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,Office Supplies,Delivered,1988,105.2,93.23,187.0,Yes,93.23,185341.24000000002,2023,453210,0.163,False,False,30.210622120000004,Spend-based,Secondary
